filghtId,price
252589,69244
223754,52392
243398,61933
208360,53164
247226,42521
293881,44144
254119,62188
272356,49207
271143,62255
256513,37985
280517,38099
286704,41314
221505,23944
292252,57393
254481,51817
266397,50271
213686,42457
282816,56702
216999,27976
274827,44583
237058,57565
287014,51595
210751,22152
294642,44546
295147,44144
255546,60508
300091,51457
213499,32859
285694,51595
214495,54777
226834,39847
294232,60260
206714,40296
253983,70588
297017,55377
232832,54608
228135,41101
215334,54777
207110,35532
283659,63579
285868,51595
285969,41314
232727,54608
282548,38099
228805,53152
230151,92806
259378,43865
293856,80816
241966,49613
259523,59106
247711,42521
207950,59033
230717,62448
260006,60396
274052,55502
256725,56588
233290,62448
262935,43910
215340,57017
281752,38043
259565,44280
238338,45693
241698,61933
263978,54852
298922,40593
207641,29776
219201,45525
228314,34460
279718,45883
275120,47586
257529,37985
268484,52287
217942,67769
220487,39321
210836,53164
247552,42521
220190,39377
256596,56588
216092,92745
265553,56991
244272,61933
207415,79193
217687,75721
213799,52522
277220,47395
238985,17604
240913,76941
243025,61933
268580,60978
239089,53645
229911,34460
214406,54777
254166,60508
298553,41064
223486,45257
242991,49613
280800,38099
244130,64173
227303,51372
257776,63163
286770,51595
213075,63726
251314,54684
290182,38554
225496,39610
286220,58282
275602,51875
227221,59021
270553,53082
266241,31982
211632,53164
264978,56991
271811,52063
297453,54481
280530,56702
231164,62448
235766,49725
273583,55087
249000,54684
280465,44546
266101,50271
229732,41269
256102,56476
248751,59265
295423,60260
239381,45693
249821,67004
265749,50271
240409,45693
276839,39499
235936,49725
223829,57992
272208,49207
230807,62448
237909,64285
208997,41281
272141,52063
257494,56588
254014,51817
220913,51697
273911,55502
225327,53152
268297,52287
241443,53645
299714,41064
229302,41269
226974,50957
249848,76681
226459,51372
274891,47586
270697,52063
236976,62045
242868,49613
229376,22140
236928,36980
282808,56702
286224,58282
294717,43729
228270,53152
270309,54840
222119,45672
288310,53552
215866,37529
224022,57992
241743,49613
211711,44025
212032,69785
242966,61933
255763,60508
224748,57992
227105,53152
242248,72125
283104,53499
273718,55087
214077,57017
232763,66928
269037,52287
245219,42521
268650,79766
262171,53743
245123,32923
211395,53164
292240,49553
281741,38099
299973,51457
256694,37985
257535,37985
227310,53152
259949,60396
284224,74981
275417,24234
274431,55983
245053,42521
235541,57565
266711,62591
222335,53512
244613,61933
227607,42765
237152,62045
232695,69168
296971,55377
211108,29777
227526,53152
278084,58315
210427,28872
214377,49177
222639,27864
289036,27792
299444,51345
207330,36577
216768,65529
283919,51819
295680,44144
289302,57920
283556,51707
229985,59021
210508,53164
246424,42521
272326,52063
246323,65033
278669,59290
277904,60555
291549,23424
212670,32859
291500,49553
264663,50271
281562,38099
273036,40369
234129,55982
215660,57017
209131,50969
282766,56590
227740,53152
283258,51819
246117,50361
276490,47586
217211,75721
293064,64113
222588,45257
206910,41113
247201,32923
252691,54684
214135,50297
266525,45776
224978,70323
270344,52063
240796,45693
257913,37985
252723,67004
281993,56702
289521,53440
281093,38099
288124,53285
261293,29630
262454,53743
208109,41281
285452,45189
212974,54777
210109,36712
228341,41269
207396,53164
238269,45693
243814,49613
228094,30092
269516,60978
239713,60365
247779,35554
260881,44280
257244,56588
288469,45185
282777,38099
279119,51058
287484,79349
294510,43729
272679,55983
267198,62591
276311,39555
276894,43430
274119,55983
219509,23944
238500,50868
214816,54777
208883,40441
275017,54115
213714,54777
296413,54896
276576,39499
283639,51819
211072,53164
225759,59021
293989,44144
242562,49613
213867,42457
278423,64890
297309,57057
240170,17604
208444,41113
289305,57920
267725,52287
298407,51457
279687,72730
218648,27976
280819,38043
292584,61873
258847,56588
209763,34472
299060,58032
215522,35490
264070,50271
264311,59254
262984,28510
279004,60555
276943,39499
294959,60260
235284,57677
275832,24122
238752,60365
211644,59033
258066,56588
248599,50361
237179,69997
219580,44405
213672,32859
266589,31982
213833,62617
297434,55377
268761,60978
237375,49725
232772,69168
215655,54777
212663,32859
299357,79099
264588,50271
270485,52175
248651,79548
256695,37985
239393,58125
255224,60508
225053,57062
279350,66155
284703,20000
219239,23944
255723,51817
225734,51372
255233,60508
297067,55377
239681,45693
235736,72237
266908,56991
256108,56476
282933,56590
279658,52715
215996,53209
226446,47844
194059,10608
293162,49553
222185,52882
293665,55904
271448,49207
258828,37929
251263,69244
230188,62549
209283,59033
287156,41314
230161,105764
245796,50361
224208,48948
289849,45185
231761,54608
249692,54684
255537,51817
268699,60978
223857,27864
244902,75449
210242,41113
231525,66928
249759,87136
245647,54841
267740,60978
239186,60365
219562,24056
296362,54896
229945,41269
222590,45672
274022,55983
294183,60260
275287,47395
291736,64113
270622,52175
218206,65529
266993,64831
234593,49725
213418,32859
287000,41314
274873,39499
292925,61649
232184,48213
239933,60365
265469,50271
239276,66940
285529,40843
256922,56588
242666,61933
214540,42457
286235,45189
243661,49613
294728,44144
292856,64113
293144,23838
281963,38099
230899,62560
289023,60160
285585,51707
256736,56476
285786,71389
226883,53152
209445,41281
299446,51345
296686,54896
261522,53743
254217,60508
269334,69938
264289,50271
289899,27792
279663,58315
234387,58708
231949,54608
230548,66928
267648,68415
211146,41113
255850,51817
213375,49177
244789,23898
221638,39377
228300,22140
215793,45371
259691,60396
299522,51457
261020,26682
281452,38043
243822,57453
217715,53209
218928,42771
264757,50271
233691,54608
240617,68317
234832,49725
254372,60508
225114,44048
295480,60260
256494,56476
223020,65944
286942,84075
281216,38099
275395,51875
222261,53198
258807,26818
296255,65457
254506,60508
31373,5761
245328,57081
280598,56590
277643,60555
226068,59021
207074,59033
228874,41269
246314,61546
222905,45257
213463,50297
265329,50271
297551,54896
292758,49553
231712,69168
267393,63218
235767,49725
256810,64025
280667,63277
250129,20760
228970,40435
284697,59290
211729,53164
265531,50271
225625,50957
229686,22140
227292,50982
219791,23944
260282,63362
255117,62188
236961,49725
229294,37888
270831,52175
237636,49725
276097,39555
259300,60396
266336,50271
225030,46720
232500,66928
240664,58125
276368,39499
255608,60508
216262,48882
264896,50271
239982,45693
224558,60232
263614,53743
131030,5017
284272,63579
242462,64173
248690,65705
212798,52522
258395,56588
221396,23944
257283,37985
259173,44280
245383,50361
269613,52287
213524,42457
232001,20684
221415,46097
246214,54841
230890,54608
255639,61404
222719,45672
245439,32923
246580,42521
266788,64831
256329,43697
285610,72394
294282,60260
272164,49151
217371,53209
297387,55377
250322,54684
279472,58315
246099,42521
276989,39499
227031,29764
246904,35554
286837,51595
279766,45995
209940,53164
223267,64801
247321,42521
263223,48079
216612,53209
285907,51595
276568,30808
285586,51707
297492,67473
235863,49725
211846,53164
209943,53164
255375,62188
298251,51457
224478,57992
206728,47396
262219,53743
267546,52287
291125,61873
234188,54306
234533,57666
272552,89729
261934,53743
293017,49553
245351,32923
225067,57856
287300,41314
265443,74911
286113,51707
229097,41269
281115,56590
221728,51697
229381,29765
215614,32859
264120,80506
294447,60260
263751,84756
216585,84222
241668,49613
288661,57920
227516,51372
286436,41314
294770,43729
239834,52380
234115,54608
293961,60260
209907,47217
225113,42781
261921,34354
229731,41269
256459,56588
234823,31436
297549,54896
240794,45693
208508,22152
270589,52063
236207,57565
287060,51707
226737,41101
263474,68303
222105,45257
209608,53164
291599,61649
276430,47395
236159,64285
272392,52063
254620,51817
254880,60508
264665,50271
243727,49613
284344,48795
213591,32859
291608,69713
269703,60978
296349,55377
293827,44144
229287,36565
260720,44280
289720,74944
235273,49725
207299,59929
218612,59929
264127,37526
257233,56588
255711,31432
284424,58394
251353,69244
268866,60978
259991,44280
242524,64173
214332,32859
275433,39499
259335,60396
258808,37985
231734,20684
236584,73581
286404,51707
278940,58315
264036,54852
272689,55983
229785,22140
213720,54777
258469,56588
218269,61049
233133,69168
238370,60365
256528,56588
298401,41064
291021,23838
243018,51117
211773,34472
252960,60508
218129,57405
255354,60508
263054,48079
280159,45883
272857,55502
216140,65529
259583,60396
182795,7814
286349,51595
257286,37985
277085,54115
218054,53209
215587,57017
246190,42521
254643,60508
254917,70588
250464,74956
283190,52715
290316,53440
273471,55983
238779,45693
247641,45097
284655,48851
256712,43697
227521,53152
220209,47408
278873,58315
238995,45805
238832,61597
275780,24234
277608,45883
240402,45805
295192,44144
261459,53743
226912,22140
291462,61873
233659,69168
281003,56702
263773,53743
226771,53152
270850,62255
287778,57920
209611,53164
273829,55983
214047,49177
244173,49613
282223,56702
259953,60396
211957,53164
269139,68415
242314,65405
244353,74365
294681,44144
236044,57565
213000,32859
296907,65457
253296,60508
291096,49553
283332,70154
281308,56590
224135,45257
232426,69168
245886,54841
285405,62221
211516,53164
252697,54684
245051,42521
290727,57393
232222,62448
248370,45097
232456,54608
290286,60160
290473,61873
290437,88384
268592,72738
211119,36577
211831,53164
255525,51817
243205,31682
227451,29825
274079,64943
236092,43165
224071,45257
258827,37985
222462,53512
286167,51595
263141,68303
210728,53164
50066,7079
213440,42457
268625,60978
228267,53152
238410,45693
267490,60978
242127,57453
276385,47586
279028,37622
207528,22152
226856,44652
231483,54608
242579,57453
244851,79369
212614,52522
238629,45693
284357,51707
208532,36577
276172,51270
270180,60978
294018,43729
284279,70154
217315,59929
284963,63579
268241,61023
237417,62045
237466,49725
260420,60396
217976,47545
279074,60555
266681,50271
225810,41269
236876,50621
230429,54608
259348,44280
239984,50868
296280,55377
222023,100473
292563,49553
215684,32859
248835,54684
265207,59254
288103,79144
247512,54841
228987,41101
296541,67809
292841,57393
259440,60396
252416,69244
247066,42521
295809,60260
257482,37929
211424,60601
230739,69168
218178,43376
209976,29776
207494,53164
266418,59254
237818,62045
259396,44280
284178,48851
258898,56588
237926,36980
272889,56879
257932,56588
264817,50271
216943,43376
273657,55983
228409,22140
265438,72671
251996,20760
247098,54841
272684,55983
260183,44280
235773,49725
232221,62448
230509,54608
240750,60365
259134,44280
298784,80544
273423,55983
284857,58394
221508,23944
220084,39321
247105,54841
256143,56588
279808,60555
218632,67769
271937,79817
260499,44280
281212,38099
274239,55983
277556,53835
293963,60260
264789,64831
268749,60978
220937,39377
278957,66155
243417,72125
239671,45693
247664,54841
289434,68112
251522,69244
220097,47408
244022,49613
284481,53499
289783,27792
269552,60978
242415,49613
287728,53552
212236,64969
227102,53152
215075,54777
239513,45805
221575,32770
246036,50361
257874,56588
294653,60260
261617,92193
289766,60160
281486,74594
284930,48795
296199,55377
274086,20606
293521,43729
290637,49553
251948,56058
253062,51817
283876,51819
213109,49177
256787,56588
279341,58315
240740,58125
238553,45693
276323,44583
240904,60365
280495,56590
252550,54684
288155,65872
283925,51707
230024,26396
223657,67601
228286,59021
245518,35554
212351,42457
284274,63579
246411,39847
211271,50969
230541,62549
220660,44405
224543,57992
235099,49725
291767,49553
284804,60074
291520,61873
289704,57920
235676,49725
222871,57992
220320,44405
287982,68112
234891,67645
286233,41314
72426,3916
209024,49896
268401,68415
269414,52287
217070,78913
228529,31450
286549,41314
265303,81284
234219,77949
261719,68303
250256,61404
208482,53164
296293,55377
217232,47545
258743,37985
218176,39736
290354,56943
239353,17604
296906,65457
259014,65445
242396,72618
249303,69244
217061,72339
248378,52586
207326,34472
233576,69168
254892,60508
269343,71058
299273,41064
295448,72356
285687,51595
285708,41314
278223,64890
290681,86480
273392,55983
217152,42212
230561,66928
245528,42521
283341,48851
282895,38099
233876,54608
245867,42521
222916,45257
264326,72671
258105,37985
212337,32859
263202,68303
231069,54608
253682,60508
216128,53209
289211,27792
270979,52063
250495,54684
277086,54115
279050,45883
282230,56702
249099,62636
249892,54684
255371,62188
256016,59948
284629,51707
249539,54684
295837,44144
253644,62188
236433,49725
217825,29656
259457,44280
238406,45693
269698,60978
211973,33979
283216,51819
283296,48851
277966,60555
244335,61933
292502,49553
274706,55983
252161,77196
291328,61873
278163,60555
281464,56702
294363,44144
265052,59254
275457,55347
251831,54684
255040,60508
265949,31982
216644,67769
262507,53743
283267,51707
248131,48233
209820,53164
213391,54777
279804,58315
299958,41064
223222,45257
264222,50271
247064,42521
211191,59033
290671,77329
115521,5402
272243,56435
252351,35586
243192,69885
295046,44144
226460,51372
279355,68507
262914,68303
287488,39682
257858,37985
253081,60508
247728,45097
215940,58525
292903,49553
261302,57608
251249,67004
215170,54777
227430,53152
255990,59253
280707,56702
280628,38099
278518,45883
295779,44144
284449,48851
299486,51457
208034,51384
263259,84756
291887,49553
245487,57081
217421,42212
299815,51457
237845,31436
237361,49725
230213,76605
216796,110850
290461,49553
284413,51707
275632,39555
245457,42521
209958,22152
208045,53164
261198,44280
232977,39547
222291,72776
243650,49613
274439,55983
236469,62045
234385,58708
270032,52287
221313,51697
294761,60260
227077,44610
226340,42412
292520,61873
236366,49725
266276,59231
239764,53757
222739,57992
278410,58315
282255,38099
297274,54896
207446,39622
234602,57565
291243,49553
252279,54684
276513,24234
276149,30808
282657,38099
258751,37985
234992,31436
255741,60508
212379,57017
283775,51819
219226,63121
271565,52063
296973,55377
227560,29980
238290,58125
227737,53152
272179,52175
265794,64831
252449,54684
298602,51457
240812,58125
262319,34354
213698,49177
248684,59265
269457,60978
218542,61049
260669,44280
219314,51697
252347,20760
299206,51345
213362,42457
268387,60978
281107,56702
244590,49613
253065,51817
217168,53209
266847,59254
218886,61049
278850,45883
259083,60396
257112,56588
237192,45230
292179,57393
228475,50957
236870,49725
276363,39555
239302,45693
292445,51057
296592,54481
223369,52392
238696,45805
266796,72783
264105,72783
230202,69874
242147,61933
229081,39610
219096,65529
241971,49613
267820,60978
288312,57920
220627,53937
280991,56702
269830,60978
297464,54896
268734,52287
267352,63218
217719,57405
227475,39847
254212,51817
252290,54684
276361,37846
231187,69168
244005,49613
277827,58315
267915,52287
210488,51384
289539,57920
213906,57017
235546,62045
275820,55750
226414,36700
237878,57565
260883,44280
228364,50957
267968,31902
257832,56476
253581,72268
263742,66063
294298,67706
296456,54481
231219,54608
242017,64173
268519,60978
291638,49553
238695,45805
239330,58125
276675,30808
207858,22152
247623,35554
281058,56702
299014,66723
239466,53645
254787,31432
244577,23484
281342,38043
243061,31682
258588,56588
285403,62314
259393,44280
286782,58282
283981,51707
248028,32923
220813,24056
273065,55983
244964,35554
231190,69168
275540,47395
213495,64969
264267,99204
296696,55377
223654,65832
234310,49725
226675,53152
220006,24056
279145,60555
244302,49613
275782,24122
264739,50271
214375,49177
284447,48851
288687,68112
265866,64831
215463,49177
252729,67004
216810,43376
281513,56702
218597,53209
209908,47217
209567,41281
255855,51817
258897,56588
243967,57453
284018,48851
238490,45693
242942,49613
266369,64831
242421,49613
251993,20760
287629,31721
228185,63053
245846,40360
293219,57393
268951,60978
294911,60260
273793,55983
206778,61273
225397,41269
256285,56588
210300,60713
228279,53152
218574,27976
254995,51817
294563,44144
268055,60978
224646,27864
243038,64173
265508,70431
234319,62045
226308,35520
277836,58315
270752,67497
293280,61873
213930,32859
243249,61933
256042,57596
248133,50361
218924,32347
293603,49856
267516,78870
243510,49613
256640,37929
288715,53440
245088,57081
242806,61933
235559,64285
286287,41314
224917,27864
233536,54608
208394,22152
288510,65872
255891,60508
233193,55982
215353,32859
223916,65832
229555,53152
210543,29776
248139,50815
241489,82989
247152,42521
207772,36712
211452,36577
299107,58032
228221,41269
226293,22140
245067,50361
252134,67004
209882,39859
285695,51595
208195,32646
216506,73369
255759,60508
234246,53186
232996,54608
286407,51707
238992,45805
267602,52287
299123,41064
227928,47205
229046,22140
289174,53440
273429,55983
291123,61873
220323,46097
271009,49207
230367,62045
271579,63935
217841,53209
254135,51817
263235,53743
278456,45883
208893,41281
267171,50271
276619,24122
208909,45156
208598,53164
260576,60396
284242,51819
209133,51384
273128,40369
299033,41064
247827,54841
262352,66063
212178,39783
252086,48289
207702,51384
208866,34472
243619,61933
211352,41281
231968,66928
294028,44144
210747,22152
222400,60232
292228,49553
277106,39555
269978,52287
275604,51875
282962,38099
258724,56476
231537,69168
226582,59021
290712,49553
210977,22152
229523,41101
217905,47545
265527,50271
215249,57017
285329,67141
209686,44806
225762,59021
246562,32923
265404,50271
246492,35554
207093,22152
261071,90720
270698,52063
270181,60978
254644,60508
247218,39847
238975,60365
227714,44069
208954,60713
236606,49725
226333,41269
218942,53209
296361,54896
261236,44280
287399,41314
288466,45185
265049,58223
249208,67004
240940,45693
226777,53152
213379,52522
275012,51875
259364,52064
281245,56590
254603,51817
279553,17794
231299,35510
299883,51345
285784,51595
235420,45230
212517,42457
258879,37985
245899,57081
274421,55983
247067,42521
277873,45883
243128,23898
270210,52287
232926,55982
226709,34460
215305,45371
299225,41064
236625,57565
271955,52175
238858,45693
252823,69244
246030,49465
241505,57003
219032,67635
225893,34460
252737,69244
289727,27792
259816,43865
294993,44144
282832,38099
286384,41314
289607,76612
220246,39321
241306,53645
258782,56588
293971,44144
231506,54608
259944,60396
271083,52063
261948,61583
276019,47586
221647,39321
271322,52063
218125,57405
236911,64285
289554,27792
230513,54608
256488,56476
255394,51817
264919,59254
248785,78316
243548,61933
296174,54896
283665,48851
297117,55377
286156,51707
208380,60601
223919,67601
233309,69168
276555,55750
270606,63935
281547,64139
291304,49553
284752,79461
257172,56588
270288,72335
264816,50271
248655,24344
272676,55983
255227,60508
298889,51457
253530,51817
276797,47395
264606,56991
250728,69244
231223,54608
231994,76605
212328,32859
299534,51457
281857,38099
257735,37985
220714,39321
223704,57992
230882,54608
231061,54608
213402,57017
273237,55983
240493,45693
223858,27864
268046,52287
210433,32646
298043,55377
242368,61933
261227,60396
285271,53499
297458,54896
212956,49177
219677,24056
244888,64249
286368,58282
240037,45805
248176,32923
227606,41101
228565,42412
207648,34472
247627,39847
290489,73969
213898,54777
242403,23898
299000,51345
292596,61649
259184,49992
215141,49177
222231,27864
244541,49613
296053,55377
229543,51372
298679,51457
210824,53164
256570,37985
295800,60260
245424,62793
214797,45371
276494,51875
280541,56702
239578,17604
237970,62045
258459,56588
233466,66928
266740,43711
217759,27976
210658,34472
268584,60978
215836,62617
267630,60978
211248,41281
208539,39622
257764,56476
207465,41281
244181,57453
222790,45257
233378,62448
252910,62748
262741,66063
228861,36700
297228,20000
244109,57453
224455,45257
223894,53512
299052,51345
211109,31462
253014,60508
256602,56588
279334,58315
295937,60426
259036,61516
288889,57920
213861,42457
275631,39555
207856,22152
227387,41101
271167,52175
222964,27864
258477,56476
212949,45371
228168,53152
293998,60260
261832,61695
247140,39847
261160,60396
253857,51817
213087,32859
276365,39555
264194,104255
278307,17794
296418,54896
255585,82113
232374,54608
273191,55983
233064,20684
269364,52287
225741,51372
299689,51345
247029,57081
255309,60508
279320,45883
270300,53183
238578,58125
237796,49725
261805,41652
258494,37985
246265,42521
260251,44280
281792,38099
251974,69244
218243,42212
209432,39622
236434,49725
280103,51058
268884,60978
220804,53937
254825,60508
227976,22140
286031,51595
251887,69244
263791,66063
237455,49725
220088,46097
287079,51595
269279,25470
228318,35520
298504,80544
207536,32646
235345,49725
275869,51875
208499,59033
244545,57453
235513,49725
285092,51819
257720,56476
211194,59033
266243,37526
233413,20684
234500,43165
300152,81585
217113,65529
257095,37929
259286,44280
295900,44144
266229,70431
246645,32923
247011,50361
216809,43376
288585,45185
297630,54481
211275,51384
246569,35554
219860,46097
281244,56590
243522,49613
253168,67945
281362,56590
270305,53183
277657,17794
256636,37985
284729,51707
226387,22140
207513,59033
240355,45693
223593,27864
255458,51817
220399,53937
284665,51819
215756,32859
245916,32923
249958,54684
230973,54608
271833,79817
252552,54684
291667,69713
207411,69113
285153,51819
286301,51707
276870,54115
229355,59021
214448,42457
270398,52063
211120,36577
277405,17794
224995,57308
241746,49613
264543,70543
219350,39321
250653,20760
255641,62188
293606,51928
223378,57992
255754,60508
291423,31622
285663,41314
238649,53757
209593,53164
290522,51057
247840,57081
250400,54684
277849,66267
231071,55982
289076,57920
283149,53499
242228,61933
239307,45693
231644,20684
257454,56476
297727,54481
287042,83930
225690,34460
228699,53152
244384,49613
217830,43376
298785,39432
280033,45883
291283,80566
277698,60555
211579,40447
214650,54777
225567,22140
261548,68303
277282,70714
252289,54684
259918,44280
244497,64173
242140,61933
253497,60508
221820,39377
234429,49725
250430,56129
271261,52175
268935,60978
221908,54377
218116,53209
287643,54305
212306,57017
260842,60396
209291,22152
248104,32923
272522,52175
292840,57393
265902,50271
241987,57453
222897,27864
260185,44280
297686,54896
207650,35532
233306,69168
289863,53440
271944,49207
211203,22152
245061,42521
255567,60508
273336,55983
232740,54608
290844,51057
264826,50271
279078,64890
214309,54777
210595,50994
250722,67004
250261,67004
282599,38099
246677,45097
275362,24234
268171,52287
226540,47429
238565,45693
269440,60978
206926,49896
288064,53440
248816,54668
242626,49613
208597,53164
299132,41064
244460,49613
283383,69739
278353,60555
291826,49553
263546,38590
276492,47586
258638,37985
296639,54896
243549,61933
215985,47545
236506,36980
233533,54608
217653,57405
242797,49613
207072,57625
215300,42457
277936,45883
296261,93984
231160,55982
227549,22140
15733,5619
253131,51817
252126,62524
263942,53743
233976,66928
280124,60555
211112,34472
285944,51595
219612,59649
240937,45693
219703,47408
275268,24122
269656,52287
235810,64285
209440,41281
226516,37932
254291,60508
217862,65529
220203,46097
263524,66063
270535,52175
223057,45672
279122,52715
272673,55502
294945,44144
267292,50271
286366,58282
266118,50271
278992,53824
242274,49613
209895,41113
274251,55983
275321,24122
293031,49553
250488,54668
233616,54608
225863,61127
259164,44280
208149,53164
233503,20684
262593,29406
265505,69065
299417,41064
279489,17794
280751,38099
281305,56590
285438,62221
213611,42457
252328,69244
262347,61583
222713,45257
240880,53645
227418,53152
230743,74880
207807,50969
213466,54777
279541,64890
242313,64173
297281,54896
209113,41281
260797,60396
207408,60713
295327,60260
235147,74365
239796,66940
270514,49207
297373,54896
227055,40435
245139,42521
222385,52392
211122,36577
257032,37929
226139,47205
284880,51819
238748,60365
276796,47395
262499,48079
272537,52063
285813,51707
215717,50297
269247,60978
297071,55377
237584,62045
216807,42212
262961,61695
288683,65872
291755,49553
281072,63269
272682,55983
251591,62636
282680,56702
229308,41269
291119,57393
223250,57992
296279,55377
244800,49613
286493,41314
259745,60396
293805,43729
291890,49553
284223,67141
225003,73536
239843,58125
277987,45995
248284,42521
279170,45883
272030,52063
262762,28510
211916,41113
291456,57505
238029,50810
244262,61933
227921,41101
267561,60978
270966,52175
264291,50271
241636,65405
284245,51819
215589,57017
216830,57405
298678,41064
263429,29406
226494,22140
239631,60365
239939,64700
271594,49207
240840,60365
218759,65529
218642,84222
274839,47586
269675,52287
275867,51875
262278,53743
244137,78957
266500,62591
267500,60978
230819,66928
284385,20000
233239,20684
273200,55983
298395,41064
249574,74844
232208,54608
254285,60508
225627,50957
283139,51707
216689,53209
251486,54684
208627,28872
249694,54684
259146,44280
272052,49207
240282,53645
267077,70543
260038,44280
212474,57129
